연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
931,시도자연유산,금동느티나무(琴洞느티나무),전북 정읍시,김＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00040000&ccbaCtcd=35&ccbaCpno=2552412160004&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,1주,2024.11.15,전북특별자치도 정읍시 소성면 화룡리 744-1,기타,김＊＊＊,김＊＊＊,
932,시도자연유산,가림리줄사철나무,전북 진안군,진＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00050000&ccbaCtcd=35&ccbaCpno=2552412160005&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,3주,2024.11.15,전북특별자치도 진안군 진안읍 가림리 1127,기타,진＊＊＊,진＊＊＊,
933,시도자연유산,강천사모과나무(剛泉寺木瓜나무),전북 순창군,순＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00060000&ccbaCtcd=35&ccbaCpno=2552412160006&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,1주,2024.11.15,"전북특별자치도 순창군 강천산길 270(팔덕면, 강천사)",기타,강＊＊＊,순＊＊＊,
934,시도자연유산,공덕면의은행나무,전북 김제시,김＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00070000&ccbaCtcd=35&ccbaCpno=2552501080001&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,1주,2024.11.15,전북특별자치도 김제시 공덕면 마현리 816-1번지,기타,국＊＊＊,김＊＊＊,
935,시도자연유산,성당면의은행나무,전북 익산시,익산시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00080000&ccbaCtcd=35&ccbaCpno=2552501080002&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,1주,2024.11.15,전북특별자치도 익산시 성당면 성당리 321,기타,익산시,익산시,
936,시도자연유산,이병기생가의탱자나무,전북 익산시,익＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00090000&ccbaCtcd=35&ccbaCpno=2552501080003&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,1주,2024.11.15,"전북특별자치도 익산시 가람1길 64-8(여산면, 가람이병기생가수우재)",기타,이＊＊＊,익＊＊＊,
937,시도자연유산,익산향교의은행나무,전북 익산시,"익산시,익산향교",https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00100000&ccbaCtcd=35&ccbaCpno=2552501080004&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,1주,2024.11.15,전북특별자치도 익산시 금마면 동고도리 389-1,기타,익산향교,"익산시,익산향교",
938,시도자연유산,망해사의팽나무,전북 김제시,망해사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00110000&ccbaCtcd=35&ccbaCpno=2552501080005&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,2주,2024.11.15,전북특별자치도 김제시 심포10길 94(진봉면),기타,망해사,망해사,
939,시도자연유산,여산동헌의느티나무(礪山東軒의느티나무),전북 익산시,익＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00120000&ccbaCtcd=35&ccbaCpno=2552501080006&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,1주,2024.11.15,"전북특별자치도 익산시 동헌길 13(여산면, 여산동헌)",기타,익＊＊＊,익＊＊＊,"여산동헌에는 동헌 앞쪽 담장 밖의 경사지를 따라 느티나무 4주, 팽나무 1주, 가죽나무 1주 등이 분포하고 있는데, 그 중 동헌 서쪽의 나무가 가장 크고 수관 생육상태가 가장 좋다.

느티나무의 수령은 600년, 흉고둘레는 4.2m, 수고는 26.8m, 수세는 원줄기에 4가지가 남동∼북서 방향으로 26.8m, 남서∼북동 방향으로 22.2m로 뻗어 있어 양호한 수관을 형성하고 있다."
940,시도자연유산,고창하고리왕버들나무숲(高敞下古里왕버들나무숲),전북 고창군,고＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=94&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00130000&ccbaCtcd=35&ccbaCpno=2552501080007&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,"88주(53,314㎡)",2024.11.15,,기타,고＊＊＊,고＊＊＊,"고창군 성송면 하고리 삼태마을 앞 천변 양옆으로 하천둑을 따라 200~300살 됨직한 느티나무와 소나무, 왕버들나무 등 10여 종 90여 그루의 나무들이 있다.

큰 나무는 가슴높이 지름이 약 134㎝, 높이는 8m에 이르는데, 마을의 홍수를 막아 주는 역할도 하며 수세가 왕성하고 수형도 매우 아름답다.

옛날부터, 앞산에 올라가서 보면 마을이 배 형상으로 보이기 때문에 배를 단단히 매 놓지 않으면 마을 앞으로 흐르는 거친 대산천에 마을이 떠내려갈 형국이라는 이야기가 전해 내려온다.

그래서 마을 사람들이 배를 매어 둘 말뚝으로 사용할 나무를 심고 지금까지 보존해 오고 있는 것이라 한다.

고창 하고리 왕버들나무숲은 생명의숲·유한킴벌리·산림청이 주최하는 2014년 제15회 아름다운 숲 전국 대회에서 대상으로 선정되기도 하였다."
941,시도자연유산,구암사의 은행나무(龜巖寺의 은행나무),전북 순창군,순＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00140000&ccbaCtcd=35&ccbaCpno=2552501080008&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연보호구역 / 문화및자연결합성 / 경관및과학성,1주,2024.11.15,전북특별자치도 순창군 복흥면 봉덕리 산 94,조선시대,구＊＊＊,순＊＊＊,
942,시도자연유산,부안 도청리 솔섬(扶安 道淸里 松島),전북 부안군,부＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00150000&ccbaCtcd=35&ccbaCpno=2552501080009&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 지구과학기념물 / 지질지형,317.99,2024.11.15,,백악기,국＊＊＊,부＊＊＊,
943,시도자연유산,군산 하제마을 팽나무,전북 군산시,한＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=55&ccbaAsno=00160000&ccbaCtcd=35&ccbaCpno=2552501080010&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,자연유산 / 천연기념물 / 생물과학기념물 / 생물상,1주,2024.11.15,전북특별자치도 군산시 옥서면 선연리 산 205,조선시대,기＊＊＊,한＊＊＊,
944,국가등록문화유산,진안성당 어은공소(鎭安聖堂 魚隱公所),전북 진안군,진안군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=00280000&ccbaCtcd=35&ccbaCpno=4413500280000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 종교시설,1동 연면적 132.77㎡,2002.05.31,전북 진안군 진안읍 어은동길 23 (죽산리),1910,(재)천주교회유지재단,진안군,"이 건물은 진안 최초의 본당으로 설립되어 1921년 한들 본당이 설립되면서 공소가 되었다가 1947년 다시 본당으로 승격되었다. ‘亞’자 모양의 평면 목조 건물로, 정면 6간, 측면 2간 규모이며, 내부는 열주 2개가 신랑(身廊, Nave)과 측랑(側廊, Aisle)을 뚜렷하게 나누는 바실리카식 공간으로 되어 있다. 우리나라 초기의 한옥 성당 건축 양식이 비교적 잘 보존되어 있으며, 천주교 박해로 형성된 교우촌에 세워진 공소로 역사적 의미가 크다."
945,국가등록문화유산,김제 죽산리 구 일본인 농장 사무소(金提 竹山里 舊 日本人 農場 事務所),전북 김제시,김제시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=00610000&ccbaCtcd=35&ccbaCpno=4413500610000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 업무시설,"2동(사무소 1동, 부속건물 1동) 1층, 사무소 건축면적 97.6㎡, 부속건물 건축면적 140㎡",2003.06.30,전북 김제시 죽산면 죽산리 570-20번지 외 1필지,1920,김제시,김제시,"이 건물은 일제 강점기에 김제 죽산면에서 농장을 운영하던 일본인의 농장 사무소로 1926년 건립되었으며, 광복 후 병원으로 사용되다가 1968년 이후 농업기반공사 동진지부 죽산지소로 35년간 사용되었다.

일제 강점기 당시 우리나라 농촌을 수탈하기 위해 일본인 지주가 지은 농장사무실로, “橋本央翁頌德紀念碑”이란 기록이 새겨진 송덕기념비가 남아 일본인이 자행한 토지 수탈의 역사를 그대로 증언하고 있다.



크림색 외벽과 붉은색 띠를 두른 듯한 오목한 모양의 지붕 등 서양식 건물의 특징을 잘 보여주고 있으며, 조정래의 대하소설 ‘아리랑’의 무대로 유명하다."
946,국가등록문화유산,군산 동국사 대웅전(群山 東國寺 大雄殿),전북 군산시,동＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=00640000&ccbaCtcd=35&ccbaCpno=4413500640000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 종교시설,1동 연면적 479.3㎡,2003.07.15,전북 군산시 동국사길 16 (금광동),1932,동국사,동＊＊＊,"이 건물은 개항 후 일본인과 함께 들어온 일본 조동종(曹洞宗) 사찰인 금강사의 불전으로 건립하였으나, 광복 후 조계종 사찰 동국사로 변경하여 현재에 이르고 있다. 대웅전과 승려들이 거처하는 요사채는 복도로 연결되어 있고, 지붕 물매는 급경사를 이루며, 건물 외벽에 미서기 문이 설치되어 있는 등 일본 사찰 건축 양식을 따랐다. 법당 내부가 일부 변형되었지만 대체로 원형이 잘 보존되어 있다."
947,국가등록문화유산,전주 신흥고등학교 강당과 본관 포치(全州 新興高等學校 講堂과 本館 포치),전북 전주시,학＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01720000&ccbaCtcd=35&ccbaCpno=4413501720000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 교육시설,"강당 1동 지하1층 지상3층, 건축면적 1,043㎡, 연면적 2,448㎡, 본관포치 1식",2005.06.18,전북 전주시 완산구 서원로 399 (중화산동1가),1900년,학교법인 호남기독학원,학＊＊＊,"전주 신흥고등학교는 미국 남장로교 선교사 레이놀즈 목사가 1900년대 건립한 근대 교육 시설로, 호남과 제주도 지역 기독교 선교에 크게 공헌하였다. 강당은 리차드슨 여사의 기증을 받아 1936년에 강당 겸 체육관 용도로 건립한 장방형 평면의 벽돌조 박공지붕 2층 건물로, 박공면에 3개의 아치형태가 연속된 출입구가 있다. 본관 건물은 1928년 3층 벽돌조로 건립하였으나, 1982년 화재로 소실되고 현재는 가운데 정면 포치만 남아 있다. 이 지역 선교 역사를 간직한 건축물로 평가받고 있다."
948,국가등록문화유산,전주 중앙동 구 박다옥(全州 中央洞 舊 博多屋),전북 전주시,문＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01730000&ccbaCtcd=35&ccbaCpno=4413501730000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 상업시설,"1동, 3층 - 연면적 608.52㎡",2005.06.18,전북 전주시 완산구 전라감영3길 14 (중앙동2가),1929년경,국가유산청,문＊＊＊,"이 건물은 일제강점기에 일본인 상업지역에 들어선 우동집으로, 전주에서는 처음으로 생긴 대형 일식집이었다. 건물 오른쪽으로 치우쳐 주출입구와 계단실을 설치하였고, 주 출입구 상부의 외벽에는 타일과 인조석을 교대로 사용하였으며, 상부는 삼각형의 페디먼트(pediment)로 장식하였다."
949,국가등록문화유산,전주 다가동 구 중국인 포목상점(全州 多佳洞 舊 中國人 布木商店),전북 전주시,왕＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01740000&ccbaCtcd=35&ccbaCpno=4413501740000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 상업시설,"1동, 1층, 건축면적/연면적 92.27㎡",2005.06.18,전북 전주시 완산구 전라감영2길 25 (다가동1가),1920년대,왕＊＊＊,왕＊＊＊,"전주 전동성당 건축에 참여했던 중국인 벽돌공들이 정착하는 과정에서 지은 비단을 팔던 상점 건축으로 1920년대에 건축되었다. 상점 2개가 연속된 형태이며, 각각의 상점 출입구 상부에는 형태가 같은 작은 삼각형 박공을 두어 정면성을 강조하는 등 중국 상해의 전통적인 비단상점 형태를 따라 지었다."
950,국가등록문화유산,정읍 신태인 구 도정공장 창고(井邑 新泰仁 舊 搗精工場 倉庫),전북 정읍시,정＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=95&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01750000&ccbaCtcd=35&ccbaCpno=4413501750000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 산업시설,"건물 1동, 연면적 624.79㎡ / 토지 1,958㎡",2005.06.18,전라북도 정읍시 신태인읍 신태인리 260-1,1924년,정＊＊＊,정＊＊＊,"정읍 신태인 구 도정공장 창고는 일본인 대지주가 근처 농장에서 수확한 벼를 저장했던 창고이다. 외부 벽체는 붉은 벽돌의 조적조로 원형을 잘 유지하고 있으며, 내부는 현대식으로 고쳐서 정읍시 생활문화센터로 활용하고 있다. 일제강점기 때의 우리나라 농업 수탈 현장을 잘 보여주는 시설물이다."
951,국가등록문화유산,구 고창고등보통학교 강당(舊 高敞高等普通學校 講堂),전북 고창군,전라북도 교육청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01760000&ccbaCtcd=35&ccbaCpno=4413501760000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 교육시설,"1동, 1층 - 건축면적 317㎡",2005.06.18,전북 고창군 고창읍 모양성로 50 (교촌리),1938년,전라북도 교육청,전라북도 교육청,"이 건물은 고창고등보통학교 강당으로 건립해 초기의 공간 기능을 그대로 유지하고 있다. 지붕은 박공지붕 양쪽 끝 부분이 약간 꺾인 맨사드 형태로 구성하였고, 출입구의 캐노피는 마름모 형태의 붉은 벽돌 기둥으로 지지하였으며, 기둥 상부에는 벽돌을 돌출시켜 주두를 간략하게 표현하는 등 정면성을 강조하였다."
952,국가등록문화유산,구 부안금융조합(舊 扶安金融組合),전북 부안군,부안군,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01770000&ccbaCtcd=35&ccbaCpno=4413501770000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 업무시설,"1동, 1층 - 건축면적 155.93㎡(증축부 제외)",2005.06.18,전북 부안군 부안읍 당산로 90 (동중리),일제강점기,부안군,부안군,"이 건물은 일제강점기에 금융기관으로 건축한 후 부안농협을 거쳐 현재 부안군청 해양수산과 사무실로 사용하는 근대 사무소 건축물이다. 평면은 ‘ㄷ’자 모양으로 정면 중앙 현관을 통해 사무 공간으로 출입하고, 좌우측의 복도를 통해 증축부의 각 실과 연결되도록 공간을 구성하였다. 일본인들의 경제 수탈 정책을 지원하려고 설립한 소규모 금융조합 건물로, 곡창지대인 부안 지역에서 생산된 쌀을 수탈해 가는 데 선봉 노릇을 한 시설이다."
953,국가등록문화유산,익산 구 이리농림학교 수의축산과 특별교실(益山 舊 裡里農林學校 畜産科 校舍),전북 익산시,국립전북대학교 익산캠퍼스,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01780000&ccbaCtcd=35&ccbaCpno=4413501780000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 교육시설,"1동, 1층 - 건축면적 399㎡",2005.06.18,전북 익산시 고봉로 79 (마동),1932년,국립전북대학교 익산캠퍼스,국립전북대학교 익산캠퍼스,"1932년 건립

이 건물은 이리농림학교의 축산과 특별 교실로 건립되어 69년 동안 축산과 교실로 사용되다가 지금은 국립익산대학의 동아리방으로 쓰이고 있다. 1930년대 당시 공립학교 건축의 전형적인 형태를 갖추고 있으며, 상·하인방과 모서리 부위의 벽돌 쌓기 방법을 달리하여 건물의 입면에 변화를 주었다. 현재 국립익산대학에서 가장 오래된 건물로 대학의 역사를 보여주고 있다."
954,국가등록문화유산,원불교 익산성지(圓佛敎 益山聖地),전북 익산시,재＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01790000&ccbaCtcd=35&ccbaCpno=4413501790000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 종교시설,"건물 8동, 석물 2기, 현황측량면적 1,304.9㎡",2005.06.18,전북 익산시 신용동 344-2번지 외 3필지,1920년대,(재)원불교,재＊＊＊,"원불교 익산성지는 도심 내에 넓은 면적을 차지하면서 커다란 오픈스페이스의 역할을 하고 있다. 성지 내부에는 1924년 9월 익산총부를 건설하면서 최초로 지어진 본원실을 비롯 1927년 교조인 소태산 대종사의 처소로 지어진 금강원 등 8개의 건물과 2개의 탑이 초창기 모습 그대로 주변경관과 조화를 이루고 있다. 원불교 익산성지의 상징적 공간으로 종교사적, 지역사적 가치가 크다."
955,국가등록문화유산,익산 중앙동 구 삼산의원(益山 中央洞 舊 三山醫院),전북 익산시,익산시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01800000&ccbaCtcd=35&ccbaCpno=4413501800000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 의료시설,"1동, 2층 - 연면적 289.26㎡",2005.06.18,전라북도 익산시 중앙로 12-151 (중앙동2가),1922년,익산시,익산시,­일제강점기 당시 번화한 거리였던 중앙동에 지어진 큰 규모의 병원시설
956,국가등록문화유산,익산 구 익옥수리조합 사무소와 창고(益山 舊 益沃水利組合 事務所와 倉庫),전북 익산시,익＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01810000&ccbaCtcd=35&ccbaCpno=4413501810000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 업무시설,"ㅇ사무동 1동, 2층 - 연면적 237.3㎡ ㅇ창고 1동, 1층 - 건축면적 59.5㎡",2005.06.18,전북 익산시 평동로1길 28-4 (평화동),1930년,익산시,익＊＊＊,"1930년 건립

이 건물은 일본인 농장 지주들이 쌀 생산량을 늘리고자 창설한 익옥수리조합의 사무소이다. 정면 중앙의 출입구와 그 위쪽 창호 부분은 테두리에 꽃잎 무늬 형상의 인조석으로 치장하여 붉은 벽돌과 대비를 이루며, 맨사드 지붕의 목조 트러스 가구법에서 독특한 건축 기법을 보여주고 있다. 토지 개량과 수리 사업을 명분으로 설립되어, 과다한 공사비와 수세(水稅)를 부담시켜 지역 농민을 몰락시키는 등 일제에 의한 우리나라 근대 농업 수탈의 역사를 증언하고 있다."
