연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
214,인천광역시기념물,강화 삼거리 고인돌군(江華 三巨里 고인돌群),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=22&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00450000&ccbaCtcd=23&ccbaCpno=2332300450000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 지석묘,"9기 / 177,577㎡",1999.04.26,인천 강화군 하점면 삼거리 산120번지 일원,청동시대,인천광역시 강화군청,인천광역시 강화군청,"삼거리 진촌마을 앞산인 고려산 서쪽 능선 상에 북방식 고인돌무덤 9기가 일렬로 분포되어 있다.

어떤 고인돌무덤은 덮개돌 위에 작은 구멍이 여러 개 패여 있는데 이러한 모양을 남한에서는 성혈이라고 하고 북한에서는 별자리와 연관 짓고 있다.

작은 구멍이 고인돌무덤의 크기는 굄돌을 높이 2.80m, 너비 0.90m, 두께 0.38m이다. 고인돌무덤 가까이에는 돌을 떼낸 흔적이 남아 있는 채석장이 있다."
215,인천광역시기념물,강화 고천리 고인돌군(江華 古川里 고인돌群),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=22&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00460000&ccbaCtcd=23&ccbaCpno=2332300460000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 지석묘,"18기 / 414,212㎡",1999.04.26,인천 강화군 내가면 고천리 산115번지 일원,청동시대,인천광역시 강화군청,인천광역시 강화군청,"고려산(해발 436m)의 서쪽 능선을 따라 해발 350∼250m 지점에 18기의 고인돌무덤이 흩어져 있다.

우리나라 고인돌무덤이 분포하는 평균 고도보다 훨씬 높은 곳에 위치하고 있다. 대부분의 고인돌 무덤들은 무너져 원형이 많이 훼손된 상태이다. 그 중 비교적 잘 보존되어 있는 북방식 고인돌무덤은 덮개돌의 크기가 가로 3.35m, 세로 2.47m, 두께 0.65m이다.

가까운 거리에 있는 암석에는 고인돌무덤을 만들기 위하여 돌을 떼낸 흔적이 남아 있다."
216,인천광역시기념물,강화 오상리 고인돌군(江華 鰲上里 고인돌群),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=22&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00470000&ccbaCtcd=23&ccbaCpno=2332300470000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 지석묘,"12기 / 44,622㎡",1999.04.26,인천 강화군 내가면 오상리 산125번지 일원,청동시대,인천광역시 강화군청,인천광역시 강화군청,"오상리 고인돌은 1972년에 1기가 알려져 경기도 기념물로 지정되었으나 그 이후에 자세한 보고는 없다가 1990년대 초에 『강화도 고인돌무덤(지석묘)조사연구』를 통해 이 고인돌이 있는 오상리 산125번지 일대를 자세하게 조사하여 잡목과 잡초가 우거진 사이에서 10기에 가까운 고인돌을 더 찾아냈다. 이 지역의 고인돌은 덮개돌은 부분적으로 손질한 흔적이 있고, 평면 형태는 모두 판돌형(板石形)이다. 덮개돌의 크기는 기념물로 지정된 내가 고인돌이 길이 335㎝로 가장 크고 나머지는 길이가 130∼260㎝로 다양한 편이다. 돌방(石室)은 돌널형태의 모습이고, 고임돌이나 막음돌을 세울 때 튼튼하게 하기 위하여 주변에 쐐기돌을 사용하였다. 돌방의 바닥은 거의 대부분 맨바닥을 그대로 사용하였고 1·4·9호 고인돌은 판돌이나 깬돌[할석]이 깔려 있었다."
217,인천광역시기념물,강화 교산리 고인돌군(江華 橋山里 고인돌群),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=22&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00480000&ccbaCtcd=23&ccbaCpno=2332300480000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 지석묘,"11기 / 보호구역 287,625㎡",1999.04.26,인천 강화군 양사면 교산리 산108번지 등 총34필지,청동시대,인천광역시 강화군청,인천광역시 강화군청,"별립산(해발 340m) 북쪽 구릉에 11기의 고인돌무덤이 분포하고 있다.

고인돌무덤은 굄돌과 덮개돌의 일부만 훼손되었을 뿐 대체로 보존상태가 양호하다. 굄돌과 마감돌 및 덮개돌을 갖춘 북방식 고인돌무덤이 있으며 간혹 크기가 3∼4m나 되는 덮개돌을 갖춘 남방식 계통의 고인돌무덤도 있는데 이들은 굄돌 없이 땅위에 덮개돌만 놓은 이른바 개석식 고인돌무덤이다."
218,인천광역시기념물,강화 수사해방학당 터(江華 水師海防學堂 터),인천 강화군,인천광역시 강화군청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=22&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00490000&ccbaCtcd=23&ccbaCpno=2332300490000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 교육문화 / 근대교육문화 / 학교시설,"6,381㎡",2001.04.02,인천광역시 강화군 강화읍 갑곳리 1061,1893년,인천교구천주교회유지재단,인천광역시 강화군청,"통제영 학당은 우리나라 최초의 해군사관학교로 여겨진다. 조선수사해방학당, 총제영학당으로도 불렸다. 병인양요·신미양요·강화도조약을 겪은 조선정부는 해군 지휘관 양성을 목표로 통제영학당을 세웠다. 1893년 2월 기존의 수군편제를 해군편제로 개편하면서 그에 필요한 인재를 양성하고자 같은 해 3월 해군사관 및 하사관 양성학교인 통제영학당 설치령을 공표하고 갑곶진 인근에 교사를 신축하여 1893년 10월에 사관생도 50명, 수병 300명을 모집하면서 개교하였다. 개교와 함께 W.H.Callwell 등 영국장교들이 교관으로 부임하여 교육하였으나 이듬해 발발한 동학농민전쟁과 청일전쟁 등의 영향으로 교육이 순조롭게 이루어지지 못했으며, 1894년 10월에 일본의 압박으로 폐교되었다."
219,인천광역시기념물,이여발 묘(李汝發 墓),인천 남동구,한산이씨 정익공파종중,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=22&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00500000&ccbaCtcd=23&ccbaCpno=2332300500000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 봉토묘,"1,774㎡",2002.02.04,인천광역시 남동구 운연동 343-1,1683년,한산이씨 정익공파종중,한산이씨 정익공파종중,"조선의 무관인 이여발(1621∼1683)의 묘이다.

이여발의 자는 군실(君實), 시호는 정익(貞翼)이며 본관은 한산(韓山)이다. 병마절도사(兵馬節度使) 의배(義培)의 손자로서 조선 효종 2년(1651) 무과에 급제, 비변랑(備邊郞), 도총사를 거쳐 숙천(肅川)부사로 선정을 베풀어 거사비(去思碑)가 세워졌다. 충청병마절도사를 거쳐 특히 회령(會寧)부사에 보직되어 가선대부(嘉善大夫)의 위계에 오르고 한흥군(韓興君)에 봉해졌는데, 회령은 북방의 거진(巨鎭)으로서 야인(野人)들과 서로 무역하는 시장이 있어 야인상인들이 오는 정원도 없고 체류하는 기한도 없어서 우리의 피해가 많았다. 이때 이여발이 부임하여 상인의 출입인원을 320명 이내로, 체류일수를 20일 이내로 규정하여 피해를 줄였다. 현종 때 병·공조참판에 특진했으며 평안도병마절도사로 나가 성을 수축하고 군사들에게 사예(射藝)를 연습시키는 한편 병기를 준비하여 북방 수비에 만전을 기하였다. 어영대장, 한성부 좌·우윤을 역임하고 숙종 때 지중추부사(知中樞府事)에 이르러 사망하였다.

분묘의 형태는 호석이 없는 봉분 앞에 비석과 상석이 배치되어 있으며, 좌우에 망주석이 세워져 있고 그 앞에 문인석 한 쌍이 세워진 평범한 묘제를 취하고 있다. 그리고 분묘 앞 10여미터 아래로 신도비가 세워져 있다."
220,인천광역시기념물,청·일 조계지 경계 계단(淸·日 租界地 境界 階段),인천 중구,인천광역시 중구청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=22&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00510000&ccbaCtcd=23&ccbaCpno=2332300510000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 인물사건 / 근대사건,965.6㎡,2002.12.23,인천광역시 중구 관동1가 24 외 1필지,조선 고종 21년(1884),국토교통부,인천광역시 중구청,"이 지역은 1883년 일본 조계(租界)를 시작으로 1884년 청국 조계(租界)가 설정되는 경계지역으로 만국공원(현 자유공원)으로 연결되어 계단과 조경이 마련된 공간이다.

약 120년의 역사를 그대로 간직하고 있는 본 조계지 경계계단은 중앙에 석조 계단이 형성되어 있고, 양단을 중심으로 급한 경사인 점을 감안하여 계단참을 두고, 조경식재 공간을 마련하여 공간의 이용적 측면과 인천항 경관을 여유롭게 즐길수 있도록 설계되어 있는 것이 특징이다. 자유공원의 서남쪽 가파른 언덕에 자리잡고 있는 계단을 중심으로 청국과 일본의 건물들이 확연하게 서로 다른 양식들로 번화하게 들어서 있다.

청·일조계지 경계계단은 계단 자체의 가치는 적으나 역사성 및 장소적 측면의 가치가 높다."
221,인천광역시기념물,이찰·이율 형제 정려(李巀·李율 兄弟 旌閭),인천 계양구,전주이씨임영대군파덕풍도정종회,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=23&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00520000&ccbaCtcd=23&ccbaCpno=2332300520000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 인물사건 / 인물기념 / 사우,1동(30㎡),2004.04.06,인천광역시 계양구 갈현동 산 73-6,고려말∼조선초,전주이씨임영대군파덕풍도정종회,전주이씨임영대군파덕풍도정종회,"조선 세종의 아들인 임영대군의 후손인 이찰·이율 형제는 광해군 6년(1614)에 명문가에서 태어나 행실이 바르고 효성이 지극했던 형제는 어릴 때 부친이 병들어 눕자 곁을 떠나지 않고 백방으로 약을 구하여 극진히 봉양하였다. 부친이 위독해지자 형제는 서로 손가락을 깨물어 피를 입에 흘려 넣는 등 정성을 다하였으며 세상을 떠나자 장례를 치르고 묘막을 짓고 3년간 시묘살이를 했다. 또한, 이후 모친이 위독해지자 이들 형제는 부친때와 같이 지극한 정성으로 봉양하였으나 세상을 떠나자 장례를 치른 후 묘막을 짓고 3년간 시묘살이를 하였다.

이를 지켜본 마을 사람들은 이들 형제의 효행을 칭찬했고 부평구 유지들은 나라에 이를 상소하였고 이에 현종은 서원공 한숙으로 하여금 그들의 효행을 기리도록 하고 1670년(현종11년) 효자 정려를 내렸다. 당초 이 정려는 갈산동 종손 집 옆에 있었으나 도시화에 밀려 현 위치로 이전하였다."
222,인천광역시기념물,이선봉 묘역(李善鳳 墓域),인천 계양구,인천광역시 계양구청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=23&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00530000&ccbaCtcd=23&ccbaCpno=2332300530000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 봉토묘,896㎡,2004.04.06,"인천광역시 계양구 둥그재산길 35 (동양동, 인천동양근린공원)",1660년대,인천광역시 계양구청,인천광역시 계양구청,"이선봉(1578~1660)은 조선조 성종의 12남인 무산군의 손자이다. 나라에 공이 있어 순평군(順平君)에 봉해졌으며 그의 부인은 현부인에 올랐다. 부평 동면(현 동양동)에 낙향하여 정착하였는데, 그의 아들 이필혐은 동양동에서 출생하여 벼슬길에 올라 한성판관을 지냈다. 병자호란이 일어나자 가족이 강화도로 피난을 갔을 때, 청나라 군사가 강화도에 상륙하여 닥치는 대로 양민을 학살하자 현부인 엄 씨는 적군에 잡혀 욕을 보이느니 스스로 죽음을 택했다. 그러자 그의 자부인 이필혐의 처 구 씨도 어린 여자종의 치마폭에 유서를 써넣고 시어머니의 뒤를 따라 자결하고 말았다. 훗날 이 사실이 알려짐에 따라 인조 16년(1638)에 이들 고부에게 열녀정려가 내려졌는데, 약 40여 년 전까지 열녀문이 보존되어 있었다고 하나 지금은 흔적이 없다. 당산에 위치하고 있는 묘역에는 승헌대부 순평군지묘, 현부인 영월 엄 씨, 능선 구 씨의 묘가 있으며, 당시에 세운 묘비와 문인석, 망주석 등이 배치되어 있다. 묘비는 갈색 대석에 갈색비로, 높이는 1m 23cm이고, 폭이 49cm이다. 능선 구 씨의 묘는 시체를 찾지 못하여 자결시 남은 신발과 유서를 쓴 치마폭을 묻은 것으로 전해진다."
223,인천광역시기념물,한백륜 묘역(韓伯倫 墓域),인천 서구,청주한씨양혜공파종중,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=23&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00540000&ccbaCtcd=23&ccbaCpno=2332300540000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 봉토묘,"1기(2,137.2㎡)",2004.04.06,인천 서구 마전동 (능안부락) 산120-4,1474년,청주한씨양혜공파종중,청주한씨양혜공파종중,"한백륜(韓伯倫, 1427∼1474)의 자는 자후(子厚), 호는 의암(毅菴)이며 본관은 청주(淸州)로 諡(시)는 襄惠(양혜)이며 淸州韓씨(청주한씨) 襄惠公派(양혜공파) 中始祖(중시조)이다. 1446년 음서로 관직에 나아간 후 장사랑, 소격전직장, 경복궁사연 등의 관직을 거쳤다. 1444년(세종 26) 식년문과에 급제, 내시별감(內侍別監)에 속해 있었다. 1462년 그의 딸이 동궁에 들어가면서 의흥위부사, 의빈부도사를 거쳐 공조정랑에 제수되었고 1468년 예종이 즉위하자 딸이 왕후(안순왕후)가 되자 국구(國舅)로서 보국숭록대부 청천군 겸 오위도총부도총관에 봉해졌으며 남이의 역모를 평정하는데 공을 세워 추충익대공신이 되었다. 성종이 즉위하자 우의정형경연사감춘추관사 청천부원군에 봉해졌으며 1471년에는 순성명량경제좌리공신이 되었다.

묘 진입로에 신도비가 세워져 있고 묘역에는 일반 문묘보다 규모가 큰 봉분과 묘비, 장명등, 문인석이 배치되어 있고, 특히 1981년 묘역 정비시 상석 밑에 백지로 된 5매의 묘지(墓誌)가 발굴되었다."
224,인천광역시기념물,삼목도 선사 유적(三木島 先史遺蹟),인천 중구,인천국제공항공사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=23&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00550000&ccbaCtcd=23&ccbaCpno=2332300550000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 주거생활 / 주거지,"10,548.3㎡",2006.09.11,인천광역시 중구 운서동 1830-1,,인천국제공항공사,인천국제공항공사,"삼목도 선사유적지는 중서부 내륙의 암사동유적을 제외한 서해 도서지역에서 확인된 최대 규모(17기)의 신석기 주거지로서, 기존의 패총 중심의 조사와 연구에서 벗어나 도서지역에서의 취락을 통한 생업 및 주거양식에 대한 연구를 진전시킬 수 있었다. 즉, 서해안 일대의 유적들이 내륙 주민들의 자원 획득을 위한 방문 및 단기 점유로 형성된 것이라는 기존의 가설이 해당 지역의 모든 유적을 설명해 줄 수 없다는 점이 제기되었다. 주거지 내에서 발견되는 유물 및 시설은 서해 중부지역 신석기시대 문화의 연구에 새로운 가능성을 제공할 것이다.

유적지에서는 신석기시대의 수혈주거지 17기, 수혈 1기, 적석유구 1기와 조선시대 구들 1기 등이 확인되었다."
225,인천광역시기념물,정제두 묘(鄭齊斗 墓),인천 강화군,정＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=23&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00560000&ccbaCtcd=23&ccbaCpno=2332300560000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 봉토묘,694㎡,2007.02.26,인천광역시 강화군 강화남로769번길 52 (양도면),,정＊＊＊,정＊＊＊,"조선 후기 학자이자 강화학의 태두인 정제두(1649~1736)의 묘이다. 정제두의 본관은 영일(迎日), 자는 사앙(士仰), 호는 하곡(霞谷)이며, 시호는 문강(文康)이다. 정몽주의 후손으로 우의정 유성(維城)의 손자이고, 진사 상징(尙徵)의 아들이며, 어머니는 한산 이 씨로 호조판서 기조(基祚)의 딸이다. 1649년(효종1년) 한양에서 출생하였다. 1668년(현종 9) 별시문과 초시에 급제했다. 1680년(숙종 6) 영의정 김수항(金壽恒)의 천거로 사포서별제(司圃署別提)가 되나 사퇴하였고, 1684년 공조좌랑(工曹佐郞)을 잠시 지낸 뒤 다시 사직하였다. 학문과 덕행이 뛰어나 중신(重臣)의 천거로 30여 차례나 요직에 임명되었으나, 숙종 때 주부(主簿) ·호조참의 ·회양부사(淮陽府使) ·한성부윤, 경종 때 대사헌 ·이조참판, 영조 때 우찬성(右贊成) ·원자보양관(元子輔養官) 등을 잠시 지냈을 뿐, 거의 다 거절하고 주로 학문연구에 전념하였다. 61세에 선조들의 무덤이 있는 강화군 양도면 하일리 하곡(霞谷) 마을로 옮겨와 살았다. 아들 후일(厚一)을 비롯하여 이광명(李匡明), 신대우(申大羽), 심육(沈), 윤순(尹淳), 이광사(李匡師) 등이 그의 문인으로 학풍을 이었다. 그가 속한 소론의 가학으로서 학파를 형성하여 강화도를 중심으로 계승되어 강화학파라 불리게 되었다. 양명학을 중심으로 한 강화학파는 정제두를 시작으로 한말 이건창, 이건승을 이어 박은식과 정인보에게로 그 학통이 계승되었다. 묘역은 강화군 양도면 하일리 62-5 길 바로 옆에 있다. 묘역은 완만한 경사지에 사성이 없이 용미만이 길게 되어 있고, 그 앞에 원형봉분이 있다. 봉분 앞에는 혼유석, 상석, 향로석이 있다. 하계부분에는 좌우에 민무늬로 된 상단에 띠를 2개 두른 망주석과 금관조복에 양관을 한 문인석이 있다. 신대우(申大羽)가 글을 짓고, 서영보(徐榮輔)가 글씨를 쓴 묘비가 있다."
226,인천광역시기념물,김안정 묘 및 묘비(金安鼎 墓 및 墓碑),인천 서구,풍산김씨김포파종중,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=23&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00570000&ccbaCtcd=23&ccbaCpno=2332300570000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 봉토묘,"1기(1,296㎡)",2008.12.01,인천광역시 서구 원당동 810-10,,풍산김씨김포파종중,풍산김씨김포파종중,"고려문신인 김문적의 7대손 김안정은 보익대부와 삼사좌윤을 역임한 풍산김씨 김포파 중시조로 그의 장남은 자량으로 오조의 판서, 홍문관 대제학등을 두루 역임하였으며, 차자 자순은 계공량 군기시 직장 및 통훈대부 통례원을 역임하였다.

본 묘비는 1634년 7대와 8대후손들이 세운 것으로 풍우에 비문이 마멸된 것을 1786년 현재의 비를 세우면서 묘역에 묻은 것으로 알려졌다. 특히 2003년 12월 묘역인근에서 묘 조성 당시 세웠던 구비가 출토되어 보호각을 건립하여 보호하고 있다."
227,인천광역시기념물,정희량 유허(鄭希良 遺虛),인천 서구,정＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=23&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00580000&ccbaCtcd=23&ccbaCpno=2332300580000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 인물사건 / 인물기념 / 생활유적,"3,500㎡",2009.03.02,인천광역시 서구 검암동 산 61-5,,정＊＊＊,정＊＊＊,"허암 정희량 유허지는 연산조의 문신 정희량이 은거하던 옛집터인데 검암동의 허암산 북쪽 기슭에 위치하고 있다. 현재는 겨우 터전만이 확인될 따름이다. ≪부평부읍지≫고적조에 「허암구지는 모월곶면 허암산 밑에 있는데 한림학사 정희량이 복거하면서 호를 허암이라 하였으나 뒤에 자취를 감추어 끝마친 곳을 알지 못한다」고 하였다. 이것으로 볼 때 정희량의 호 허암은 허암산에서 취한 것임을 알 수 있다.

조선 중기의 문신 정희량은 본관은 해주, 자는 수부, 호는 허암으로 철원부사 연경의 아들로 1469년(예종)서울에서 태어났다. 사림파의 종조 김종직의 문하에서 수학하였고, 1492년(성종 23) 생원시에 장원으로 합격했으나, 성종이 죽자 태학생(太學生)·재지유생(在地儒生)과 더불어 올린 소가 문제되어 해주에 유배되기도 하였다. 1495년(연산군 1) 별시문과에 병과로 급제, 이듬해 예문관검열이 되고, 승문원의 권지부정자에 임용되었다.

이듬해 김전(金詮)·신용개(申用漑)·김일손(金馹孫) 등과 함께 사가독서(賜暇讀書 : 문흥을 일으키기 위해 유능한 젊은 관료들에게 휴가를 주어 독서에만 전념케 하던 제도)될 정도로 문명이 있었다.

1497년 예문관대교에 보직되어 ① 임금이 마음을 바로잡아 경연(經筵)에 근면할 것, ② 간언을 받아들일 것, ③ 현사(賢邪)를 분별할 것, ④ 대신을 경대(敬待)하며, 환관을 억제할 것, ⑤ 학교를 숭상하며 이단을 물리칠 것, ⑥ 상벌을 공정히 하고 재용(財用)을 절제할 것 등의 소를 올린 바 있다.

다음해 선무랑·행예문관봉교로서 『성종실록』 편찬에 참여하였다. 무오사화 때는 사초문제(史草問題)로 윤필상(尹弼商) 등에 의해 신용개·김전 등과 함께 탄핵을 받았는데, 난언(亂言)을 알고도 고하지 않았다는 죄목으로 장(杖) 100, 유(流) 3, 000리의 처벌을 받고 의주에 유배되었다가, 1500년 5월 김해로 이배되었다.

이듬해 유배에서 풀려나 직첩을 돌려 받았으나 대간 홍문관직에는 서용될 수 없게 되었다. 그 해 어머니가 죽자 고양에서 수분(守墳)하다가, 산책을 나간 뒤 다시 돌아오지 않았다. 총민박학(聰敏博學)하고 문예에 조예가 있었을 뿐만 아니라 음양학(陰陽學)에도 밝았으며, 영달에는 마음이 없었다고 한다. 저서로 『허암집』이 있다."
228,인천광역시기념물,반남박씨 대종중 묘역(潘南朴氏 大宗中 墓域),인천 서구,반남박씨대종중,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=23&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=23&ccbaKdcd=23&ccbaAsno=00590000&ccbaCtcd=23&ccbaCpno=2332300590000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,유적건조물 / 무덤 / 무덤 / 봉토묘,"1,903㎡",2010.04.27,인천광역시 서구 대곡동 213-9,1560년 이후,반남박씨대종중,반남박씨대종중,"반남박씨 대종중 묘역은 반남박씨 8세부터 14세까지의 열 분이 계신 선영이다. 그들은 사직공 병문(秉文), 상주공 임종(林宗), 교리공 억년(億年), 정랑공 조년(兆年), 유사공 집(緝), 도정공 응인(應寅), 사마공 동기(東紀), 호군공 동위(東緯), 좌참찬 동선(東善)과 그 아들 정(炡)이다. 정께서는 인조반정때 정사공신으로 금주군(錦洲君)의 훈호를 받았다. 본 묘역의 문화유산, 서포공 박동선의 신도비문은 논산의 명현 명재(明齋) 윤증(尹拯)이 1707년에 짓고 글씨는 이렴(李濂)이 썼으며, 금주군 박정의 신도비문은 병자호란 인조임금의 <삼전도의 굴욕>때 충신 백헌(白軒) 이경석(李景奭)이 1712년에 짓고 글씨는 박필기(朴弼基)가 썼다. 반남박씨는 고려 고종때 나주 반남현의 호장 박응주를 시조로하여, 조선초 좌의정 평도공(平度公) 박은(朴)을 비롯하여 인종비 인성왕후, 선조비 의인왕후, 순조의 모친 현목유비와 의빈(부마) 5분 재상 7분 문과급제 202분, 사마시합격자460분과 동국명현 명신 5분, 문묘(성균관) 배향위 박세채(朴世采), 실학의 선구자 박세당(朴世堂), 열하일기의 연암 박지원, 개화사상의 선각자 환재 박규수, 첫 주미 공사인 총리대신 박정양, 태극기를 처음 사용한 금릉도위 박영효와 독립운동가 박찬익 박영준 부자 등이 계신 명문이다."
